week,category,weekly_rank,show_title,season_title,runtime,weekly_views,imdb_tconst
2023-12-17,Films (English),1,Leave the World Behind,,2.3667,44900000.0,tt12747748
2023-12-17,Films (English),2,Chicken Run: Dawn of the Nugget,,1.7,11900000.0,tt8337264
2023-12-17,Films (English),3,Leo,,1.7833,9400000.0,tt2320142
2023-12-17,Films (English),4,Family Switch,,1.7667,9400000.0,tt14227048
2023-12-17,Films (English),5,The Super Mario Bros. Movie,,1.5333,8900000.0,tt6718170
2023-12-17,Films (English),6,Underwater,,1.5833,5800000.0,tt5774060
2023-12-17,Films (English),7,Old,,1.8,5600000.0,tt10954652
2023-12-17,Films (English),8,Christmas as Usual,,1.4833,4800000.0,tt23790418
2023-12-17,Films (English),10,Holiday in the Vineyards,,1.7833,3900000.0,tt27195023
2023-12-17,Films (Non-English),1,Blood Vessel,,1.9833,4400000.0,tt30096240
2023-12-17,Films (Non-English),2,Stolen Vacation,,1.5333,2100000.0,tt12303550
2023-12-17,Films (Non-English),3,Dhak Dhak,,2.2833,1600000.0,tt27330026
2023-12-17,Films (Non-English),4,The Archies,,2.4,1300000.0,tt15979666
2023-12-17,Films (Non-English),6,Familia,,1.7667,1000000.0,tt27828085
2023-12-17,Films (Non-English),7,NAGA,,1.8833,1000000.0,tt28554013
2023-12-17,Films (Non-English),8,Nowhere,,1.8167,1000000.0,tt15789472
2023-12-17,Films (Non-English),9,Women on the Edge,,1.5833,900000.0,tt2065946
2023-12-17,Films (Non-English),10,Japan,,2.5667,900000.0,tt23474462
2023-12-17,TV (English),1,My Life With the Walter Boys,1.0,7.6167,12800000.0,tt8323628
2023-12-17,TV (English),2,The Crown,6.0,8.75,5800000.0,tt4786824
2023-12-17,TV (English),3,Obliterated,1.0,6.8333,5200000.0,tt11097240
2023-12-17,TV (English),4,World War II: From the Frontlines,1.0,4.85,4400000.0,tt28756878
2023-12-17,TV (English),5,Squid Game: The Challenge,1.0,8.1667,3000000.0,tt28104766
2023-12-17,TV (English),6,Car Masters: Rust to Riches,5.0,5.3,2400000.0,tt8893550
