week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,imdb_tconst
2023-05-21,Films (English),3,Ted,,11210000,,,1,False,tt0159787
2023-05-21,Films (English),4,A Man Called Otto,,10640000,,,3,False,tt7405458
2023-05-21,Films (English),5,Synchronic,,6990000,,,2,False,tt9016974
2023-05-21,Films (English),6,Missing,,5220000,,,1,False,tt0009382
2023-05-21,Films (English),7,Harry Potter and the Sorcerer's Stone,,4790000,,,1,False,tt0241527
2023-05-21,Films (English),8,The Croods,,4280000,,,5,False,tt0481499
2023-05-21,Films (English),9,UglyDolls,,3820000,,,1,False,tt1946502
2023-05-21,Films (English),10,The Healer,,3330000,,,1,False,tt0026637
2023-05-21,Films (Non-English),1,Faithfully Yours,,29060000,,,1,False,tt0114082
2023-05-21,Films (Non-English),2,¡Que viva México!,,20340000,,,2,False,tt22185848
2023-05-21,Films (Non-English),4,AKA,,9120000,,,4,False,tt0317052
2023-05-21,Films (Non-English),6,Royalteen: Princess Margrethe,,4900000,,,2,False,tt22488414
2023-05-21,Films (Non-English),8,Tu Jhoothi Main Makkaar,,2890000,,,3,False,tt8672856
2023-05-21,Films (Non-English),10,The Lulú Club,,1810000,,,1,False,tt23489688
2023-05-21,TV (English),1,Queen Charlotte: A Bridgerton Story,,82390000,,,3,False,tt14661396
2023-05-21,TV (English),2,"XO, Kitty","XO, Kitty: Season 1",72080000,,,1,False,tt14490706
2023-05-21,TV (English),3,Firefly Lane,Firefly Lane: Season 2,23140000,,,9,False,tt9012876
2023-05-21,TV (English),4,Selling Sunset,Selling Sunset: Season 6,22780000,,,1,False,tt9817298
2023-05-21,TV (English),5,McGREGOR FOREVER,McGREGOR FOREVER: Limited Series,20850000,,,1,False,tt27599123
2023-05-21,TV (English),6,Bridgerton,Bridgerton: Season 1,19460000,,,8,False,tt8740790
2023-05-21,TV (English),7,Bridgerton,Bridgerton: Season 2,18170000,,,13,False,tt8740790
2023-05-21,TV (English),8,The Night Agent,The Night Agent: Season 1,16800000,,,9,False,tt13918776
2023-05-21,TV (English),9,Sweet Tooth,Sweet Tooth: Season 2,16660000,,,4,False,tt12809988
2023-05-21,TV (English),10,Missing: Dead or Alive?,Missing: Dead or Alive?: Season 1,15290000,,,2,False,tt27612322
2023-05-21,TV (Non-English),1,Black Knight,Black Knight: Season 1,35110000,,,2,False,tt17013106
2023-05-21,TV (Non-English),2,Muted,Muted: Limited Series,35100000,,,1,False,tt20477492
2023-05-21,TV (Non-English),3,Doctor Cha,Doctor Cha: Limited Series,23130000,,,4,False,tt27075857
2023-05-21,TV (Non-English),4,The Good Bad Mother,The Good Bad Mother: Limited Series,15370000,,,3,False,tt27042206
2023-05-21,TV (Non-English),5,The Marked Heart,The Marked Heart: Season 2,10910000,,,5,False,tt18974572
2023-05-21,TV (Non-English),6,The Tailor,The Tailor: Season 1,8940000,,,3,False,tt15473010
2023-05-21,TV (Non-English),7,La Reina del Sur,La Reina del Sur: Season 3,8910000,,,12,False,tt1704637
2023-05-21,TV (Non-English),8,The Marked Heart,The Marked Heart: Season 1,8630000,,,12,False,tt18974572
2023-05-21,TV (Non-English),10,Welcome to Eden,Welcome to Eden: Season 2,6380000,,,5,False,tt13457822
2023-05-14,Films (English),1,The Mother,,83710000,,,1,False,tt0287067
2023-05-14,Films (English),2,A Man Called Otto,,19880000,,,2,False,tt7405458
2023-05-14,Films (English),3,The Croods,,8700000,,,4,False,tt0481499
2023-05-14,Films (English),4,The Deep End of the Ocean,,6420000,,,2,False,tt0120646
2023-05-14,Films (English),5,Synchronic,,5930000,,,1,False,tt9016974
2023-05-14,Films (English),6,Kung Fu Panda 3,,5750000,,,3,False,tt2267968
2023-05-14,Films (English),7,Wrong Place,,5580000,,,2,False,tt15837458
2023-05-14,Films (English),8,The Tournament,,4880000,,,2,False,tt0019486
2023-05-14,Films (English),9,Pitch Perfect,,4580000,,,2,False,tt1981677
2023-05-14,Films (English),10,Heat,,4520000,,,2,False,tt0068688
2023-05-14,Films (Non-English),1,¡Que viva México!,,19460000,,,1,False,tt22185848
2023-05-14,Films (Non-English),2,AKA,,16660000,,,3,False,tt0317052
2023-05-14,Films (Non-English),4,Tu Jhoothi Main Makkaar,,6170000,,,2,False,tt8672856
2023-05-14,Films (Non-English),5,Royalteen: Princess Margrethe,,6080000,,,1,False,tt22488414
2023-05-14,Films (Non-English),6,Hunger,,2620000,,,6,False,tt0061042
2023-05-14,Films (Non-English),7,Queens on the Run,,1460000,,,5,False,tt21736218
2023-05-14,Films (Non-English),8,You & Me & Me,,1380000,,,1,False,tt25406060
2023-05-14,Films (Non-English),9,All Quiet on the Western Front,,1280000,,,23,False,tt0020629
2023-05-14,Films (Non-English),10,Kill Boksoon,,1210000,,,7,False,tt16900880
2023-05-14,TV (English),1,Queen Charlotte: A Bridgerton Story,,158680000,,,2,False,tt14661396
2023-05-14,TV (English),2,Firefly Lane,Firefly Lane: Season 2,31900000,,,8,False,tt9012876
2023-05-14,TV (English),3,Sweet Tooth,Sweet Tooth: Season 2,27610000,,,3,False,tt12809988
2023-05-14,TV (English),4,Missing: Dead or Alive?,Missing: Dead or Alive?: Season 1,23950000,,,1,False,tt27612322
2023-05-14,TV (English),5,Bridgerton,Bridgerton: Season 1,23880000,,,7,False,tt8740790
2023-05-14,TV (English),6,The Night Agent,The Night Agent: Season 1,20340000,,,8,False,tt13918776
2023-05-14,TV (English),7,Queen Cleopatra,Queen Cleopatra: Limited Series,20180000,,,1,False,tt27528139
2023-05-14,TV (English),8,The Diplomat,The Diplomat: Season 1,18370000,,,4,False,tt13944906
2023-05-14,TV (English),9,Bridgerton,Bridgerton: Season 2,17250000,,,12,False,tt8740790
2023-05-14,TV (English),10,Sweet Tooth,Sweet Tooth: Season 1,11010000,,,5,False,tt12809988
2023-05-14,TV (Non-English),1,Black Knight,Black Knight: Season 1,31220000,,,1,False,tt17013106
2023-05-14,TV (Non-English),2,Doctor Cha,Doctor Cha: Limited Series,19780000,,,3,False,tt27075857
2023-05-14,TV (Non-English),3,The Tailor,The Tailor: Season 1,15820000,,,2,False,tt15473010
2023-05-14,TV (Non-English),4,The Marked Heart,The Marked Heart: Season 2,15070000,,,4,False,tt18974572
2023-05-14,TV (Non-English),5,The Good Bad Mother,The Good Bad Mother: Limited Series,12210000,,,2,False,tt27042206
2023-05-14,TV (Non-English),6,Sanctuary,Sanctuary: Season 1,11250000,,,2,False,tt0161188
2023-05-14,TV (Non-English),7,The Marked Heart,The Marked Heart: Season 1,10510000,,,11,False,tt18974572
2023-05-14,TV (Non-English),8,Welcome to Eden,Welcome to Eden: Season 2,9670000,,,4,False,tt13457822
2023-05-14,TV (Non-English),10,The Nurse,The Nurse: Limited Series,6840000,,,3,False,tt24948454
2023-05-07,Films (English),1,A Man Called Otto,,13480000,,,1,False,tt7405458
2023-05-07,Films (English),2,Pitch Perfect,,11440000,,,1,False,tt1981677
2023-05-07,Films (English),3,The Deep End of the Ocean,,10200000,,,1,False,tt0120646
2023-05-07,Films (English),4,Wrong Place,,9690000,,,1,False,tt15837458
2023-05-07,Films (English),5,The Dilemma,,6830000,,,1,False,tt1578275
2023-05-07,Films (English),6,The Croods,,6560000,,,3,False,tt0481499
2023-05-07,Films (English),7,The Tournament,,6520000,,,1,False,tt0019486
2023-05-07,Films (English),8,A Tourist's Guide to Love,,6200000,,,3,False,tt20115096
2023-05-07,Films (English),9,A Quiet Place Part II,,5750000,,,2,False,tt8332922
2023-05-07,Films (English),10,The Father,,5070000,,,1,False,tt0069752
2023-05-07,Films (Non-English),1,AKA,,49320000,,,2,False,tt0317052
2023-05-07,Films (Non-English),2,Tu Jhoothi Main Makkaar,,11350000,,,1,False,tt8672856
2023-05-07,Films (Non-English),3,Hunger,,5580000,,,5,False,tt0061042
2023-05-07,Films (Non-English),4,"Kiss, Kiss!",,4840000,,,2,False,tt12858434
2023-05-07,Films (Non-English),5,The Point Men,,2460000,,,1,False,tt0254703
2023-05-07,Films (Non-English),6,Black Crab,,2180000,,,9,False,tt6708668
2023-05-07,Films (Non-English),7,Chokehold,,2110000,,,3,False,tt18353064
2023-05-07,Films (Non-English),8,Queens on the Run,,1910000,,,4,False,tt21736218
2023-05-07,Films (Non-English),9,Kill Boksoon,,1880000,,,6,False,tt16900880
2023-05-07,Films (Non-English),10,Shehzada,,1600000,,,4,False,tt0250727
2023-05-07,TV (English),1,Queen Charlotte: A Bridgerton Story,,148280000,,,1,False,tt14661396
2023-05-07,TV (English),2,Sweet Tooth,Sweet Tooth: Season 2,60470000,,,2,False,tt12809988
2023-05-07,TV (English),3,Firefly Lane,Firefly Lane: Season 2,54320000,,,7,False,tt9012876
2023-05-07,TV (English),4,The Diplomat,The Diplomat: Season 1,31150000,,,3,False,tt13944906
2023-05-07,TV (English),5,The Night Agent,The Night Agent: Season 1,26880000,,,7,False,tt13918776
2023-05-07,TV (English),6,Sweet Tooth,Sweet Tooth: Season 1,25180000,,,4,False,tt12809988
2023-05-07,TV (English),7,Firefly Lane,Firefly Lane: Season 1,16500000,,,3,False,tt9012876
2023-05-07,TV (English),8,Workin' Moms,Workin' Moms: Season 7,15110000,,,2,False,tt6143796
2023-05-07,TV (English),9,BEEF,BEEF: Season 1,14790000,,,5,False,tt14403178
2023-05-07,TV (English),10,The Smurfs,The Smurfs: Season 1,9220000,,,1,False,tt0081933
2023-05-07,TV (Non-English),1,The Tailor,The Tailor: Season 1,26140000,,,1,False,tt15473010
2023-05-07,TV (Non-English),2,The Marked Heart,The Marked Heart: Season 2,25680000,,,3,False,tt18974572
2023-05-07,TV (Non-English),3,The Nurse,The Nurse: Limited Series,21580000,,,2,False,tt24948454
2023-05-07,TV (Non-English),4,Welcome to Eden,Welcome to Eden: Season 2,17900000,,,3,False,tt13457822
2023-05-07,TV (Non-English),5,The Marked Heart,The Marked Heart: Season 1,15740000,,,10,False,tt18974572
2023-05-07,TV (Non-English),6,Doctor Cha,Doctor Cha: Limited Series,15680000,,,2,False,tt27075857
2023-05-07,TV (Non-English),7,Queenmaker,Queenmaker: Season 1,12660000,,,4,False,tt26350158
2023-05-07,TV (Non-English),8,Rough Diamonds,Rough Diamonds: Season 1,12060000,,,3,False,tt15469192
2023-05-07,TV (Non-English),9,The Good Bad Mother,The Good Bad Mother: Limited Series,9170000,,,1,False,tt27042206
2023-05-07,TV (Non-English),10,Sanctuary,Sanctuary: Season 1,9000000,,,1,False,tt0161188
2023-04-30,Films (English),1,A Tourist's Guide to Love,,20920000,,,2,False,tt20115096
2023-04-30,Films (English),2,Whitney Houston: I Wanna Dance with Somebody,,10200000,,,2,False,tt12193804
2023-04-30,Films (English),3,The Last Kingdom: Seven Kings Must Die,,8340000,,,3,False,tt15767808
2023-04-30,Films (English),4,Let Him Go,,7240000,,,2,False,tt9340860
2023-04-30,Films (English),5,Murder Mystery 2,,6150000,,,5,False,tt15255288
2023-04-30,Films (English),6,Sing 2,,4500000,,,9,False,tt6467266
2023-04-30,Films (English),7,Chupa,,4300000,,,4,False,tt12279814
2023-04-30,Films (English),9,Time Trap,,3700000,,,1,False,tt11457750
2023-04-30,Films (English),10,Paw Patrol: The Movie,,3300000,,,3,False,tt11832046
2023-04-30,Films (Non-English),1,AKA,,32530000,,,1,False,tt0317052
2023-04-30,Films (Non-English),2,Chokehold,,10640000,,,2,False,tt18353064
2023-04-30,Films (Non-English),3,Hunger,,8020000,,,4,False,tt0061042
2023-04-30,Films (Non-English),4,"Kiss, Kiss!",,6570000,,,1,False,tt12858434
2023-04-30,Films (Non-English),5,One More Time,,5700000,,,2,False,tt0066183
2023-04-30,Films (Non-English),6,Dasara,,3860000,,,1,False,tt13984120
2023-04-30,Films (Non-English),7,Queens on the Run,,3490000,,,3,False,tt21736218
2023-04-30,Films (Non-English),8,Shehzada,,3100000,,,3,False,tt0250727
2023-04-30,Films (Non-English),9,Kill Boksoon,,2610000,,,5,False,tt16900880
2023-04-30,Films (Non-English),10,Phenomena,,1640000,,,3,False,tt0087909
2023-04-30,TV (English),1,The Diplomat,The Diplomat: Season 1,66460000,,,2,False,tt13944906
2023-04-30,TV (English),2,Sweet Tooth,Sweet Tooth: Season 2,48340000,,,1,False,tt12809988
2023-04-30,TV (English),3,Firefly Lane,Firefly Lane: Season 2,43490000,,,6,False,tt9012876
2023-04-30,TV (English),4,The Night Agent,The Night Agent: Season 1,37680000,,,6,False,tt13918776
2023-04-30,TV (English),5,BEEF,BEEF: Season 1,24480000,,,4,False,tt14403178
2023-04-30,TV (English),6,Sweet Tooth,Sweet Tooth: Season 1,19230000,,,3,False,tt12809988
2023-04-30,TV (English),7,Workin' Moms,Workin' Moms: Season 7,18190000,,,1,False,tt6143796
2023-04-30,TV (English),8,Better Call Saul,Better Call Saul: Season 6,13960000,,,2,False,tt3032476
2023-04-30,TV (English),9,Love Is Blind,Love Is Blind: Season 4,12080000,,,6,False,tt11704040
2023-04-30,TV (English),10,Indian Matchmaking,Indian Matchmaking: Season 3,11410000,,,1,False,tt12580168
2023-04-30,TV (Non-English),1,The Marked Heart,The Marked Heart: Season 2,46310000,,,2,False,tt18974572
2023-04-30,TV (Non-English),2,Welcome to Eden,Welcome to Eden: Season 2,37540000,,,2,False,tt13457822
2023-04-30,TV (Non-English),3,Rough Diamonds,Rough Diamonds: Season 1,28690000,,,2,False,tt15469192
2023-04-30,TV (Non-English),4,The Nurse,The Nurse: Limited Series,28630000,,,1,False,tt24948454
2023-04-30,TV (Non-English),5,The Marked Heart,The Marked Heart: Season 1,28310000,,,9,False,tt18974572
2023-04-30,TV (Non-English),6,Queenmaker,Queenmaker: Season 1,23770000,,,3,False,tt26350158
2023-04-30,TV (Non-English),7,Welcome to Eden,Welcome to Eden: Season 1,15660000,,,7,False,tt13457822
2023-04-30,TV (Non-English),8,Doctor Cha,Doctor Cha: Limited Series,11280000,,,1,False,tt27075857
2023-04-30,TV (Non-English),9,The Glory,The Glory: Season 1,7680000,,,13,False,tt21344706
2023-04-30,TV (Non-English),10,Love After Music,Love After Music: Season 1,6800000,,,1,False,tt18280522
2023-04-23,Films (English),1,The Last Kingdom: Seven Kings Must Die,,25700000,,,2,False,tt15767808
2023-04-23,Films (English),2,Let Him Go,,14110000,,,1,False,tt9340860
2023-04-23,Films (English),3,A Tourist's Guide to Love,,13400000,,,1,False,tt20115096
2023-04-23,Films (English),4,Murder Mystery 2,,8390000,,,4,False,tt15255288
2023-04-23,Films (English),5,Chupa,,8030000,,,3,False,tt12279814
2023-04-23,Films (English),6,The Snowman,,7170000,,,1,False,tt1543053
2023-04-23,Films (English),7,Whitney Houston: I Wanna Dance with Somebody,,6700000,,,1,False,tt12193804
2023-04-23,Films (English),8,Mighty Morphin Power Rangers: Once & Always,,6550000,,,1,False,tt23219684
2023-04-23,Films (English),9,F9: The Fast Saga,,6540000,,,1,False,tt5433138
2023-04-23,Films (Non-English),1,Queens on the Run,,14680000,,,2,False,tt21736218
2023-04-23,Films (Non-English),2,Hunger,,14080000,,,3,False,tt0061042
2023-04-23,Films (Non-English),3,Shehzada,,9160000,,,2,False,tt0250727
2023-04-23,Films (Non-English),4,Phenomena,,7160000,,,2,False,tt0087909
2023-04-23,Films (Non-English),5,Chokehold,,5500000,,,1,False,tt18353064
2023-04-23,Films (Non-English),6,One More Time,,3890000,,,1,False,tt0066183
2023-04-23,Films (Non-English),7,Kill Boksoon,,3720000,,,4,False,tt16900880
2023-04-23,Films (Non-English),10,All Quiet on the Western Front,,1340000,,,22,False,tt0020629
2023-04-23,TV (English),1,The Diplomat,The Diplomat: Season 1,57480000,,,1,False,tt13944906
2023-04-23,TV (English),2,The Night Agent,The Night Agent: Season 1,56650000,,,5,False,tt13918776
2023-04-23,TV (English),3,BEEF,BEEF: Season 1,42810000,,,3,False,tt14403178
2023-04-23,TV (English),4,Love Is Blind,Love Is Blind: Season 4,39480000,,,5,False,tt11704040
2023-04-23,TV (English),5,Florida Man,Florida Man: Limited Series,29500000,,,2,False,tt10370722
2023-04-23,TV (English),6,Obsession,Obsession: Limited Series,27120000,,,2,False,tt18831118
2023-04-23,TV (English),7,Better Call Saul,Better Call Saul: Season 6,14790000,,,1,False,tt3032476
2023-04-23,TV (English),8,How to Get Rich,How to Get Rich: Season 1,14580000,,,1,False,tt27206017
2023-04-23,TV (English),9,American Manhunt: The Boston Marathon Bombing,American Manhunt: The Boston Marathon Bombing: Limited Series,13190000,,,2,False,tt27142031
2023-04-23,TV (English),10,Wednesday,Wednesday: Season 1,9500000,,,20,False,tt13443470
2023-04-23,TV (Non-English),1,The Marked Heart,The Marked Heart: Season 2,52310000,,,1,False,tt18974572
2023-04-23,TV (Non-English),2,Queenmaker,Queenmaker: Season 1,47180000,,,2,False,tt26350158
2023-04-23,TV (Non-English),3,The Marked Heart,The Marked Heart: Season 1,26750000,,,8,False,tt18974572
2023-04-23,TV (Non-English),4,Welcome to Eden,Welcome to Eden: Season 2,20620000,,,1,False,tt13457822
2023-04-23,TV (Non-English),5,Rough Diamonds,Rough Diamonds: Season 1,11600000,,,1,False,tt15469192
2023-04-23,TV (Non-English),6,The Glory,The Glory: Season 1,9160000,,,12,False,tt21344706
2023-04-23,TV (Non-English),7,Welcome to Eden,Welcome to Eden: Season 1,6350000,,,6,False,tt13457822
2023-04-23,TV (Non-English),9,Alchemy of Souls,Alchemy of Souls: Part 1,5800000,,,21,False,tt20859920
2023-04-23,TV (Non-English),10,Chiquititas,,5770000,,,9,False,tt0154063
2023-04-16,Films (English),1,The Last Kingdom: Seven Kings Must Die,,35500000,,,1,False,tt15767808
2023-04-16,Films (English),2,Chupa,,27290000,,,2,False,tt12279814
2023-04-16,Films (English),3,Murder Mystery 2,,16930000,,,3,False,tt15255288
2023-04-16,Films (English),4,Trolls World Tour,,9360000,,,1,False,tt6587640
2023-04-16,Films (English),5,Noah,,8380000,,,3,False,tt10175340
2023-04-16,Films (English),6,The Last Stand,,8180000,,,1,False,tt0030346
2023-04-16,Films (English),7,Home,,8070000,,,2,False,tt0005504
2023-04-16,Films (English),8,Matilda,,6910000,,,2,False,tt0077917
2023-04-16,Films (English),9,Murder Mystery,,6690000,,,4,False,tt1618434
2023-04-16,Films (Non-English),1,Hunger,,43580000,,,2,False,tt0061042
2023-04-16,Films (Non-English),2,Queens on the Run,,11360000,,,1,False,tt21736218
2023-04-16,Films (Non-English),3,Kill Boksoon,,8640000,,,3,False,tt16900880
2023-04-16,Films (Non-English),4,Shehzada,,6700000,,,1,False,tt0250727
2023-04-16,Films (Non-English),5,Phenomena,,4870000,,,1,False,tt0087909
2023-04-16,Films (Non-English),6,Oh Belinda,,3210000,,,2,False,tt20567314
2023-04-16,Films (Non-English),7,Chor Nikal Ke Bhaga,,1790000,,,4,False,tt22297828
2023-04-16,Films (Non-English),8,La Parisienne,,1760000,,,1,False,tt5993456
2023-04-16,Films (Non-English),9,All Quiet on the Western Front,,1660000,,,21,False,tt0020629
2023-04-16,TV (English),1,The Night Agent,The Night Agent: Season 1,90040000,,,4,False,tt13918776
2023-04-16,TV (English),2,BEEF,BEEF: Season 1,70380000,,,2,False,tt14403178
2023-04-16,TV (English),3,Love Is Blind,Love Is Blind: Season 4,41330000,,,4,False,tt11704040
2023-04-16,TV (English),4,Obsession,Obsession: Limited Series,40890000,,,1,False,tt18831118
2023-04-16,TV (English),5,Florida Man,Florida Man: Limited Series,26190000,,,1,False,tt10370722
2023-04-16,TV (English),6,American Manhunt: The Boston Marathon Bombing,American Manhunt: The Boston Marathon Bombing: Limited Series,23370000,,,1,False,tt27142031
2023-04-16,TV (English),7,Transatlantic,Transatlantic: Limited Series,17390000,,,2,False,tt15441266
2023-04-16,TV (English),8,Designated Survivor,Designated Survivor: Season 1,13110000,,,2,False,tt5296406
2023-04-16,TV (English),9,Shadow and Bone,Shadow and Bone: Season 2,11620000,,,5,False,tt2403776
2023-04-16,TV (English),10,Wednesday,Wednesday: Season 1,10890000,,,19,False,tt13443470
2023-04-16,TV (Non-English),1,Queenmaker,Queenmaker: Season 1,15870000,,,1,False,tt26350158
2023-04-16,TV (Non-English),2,Thicker Than Water,Thicker Than Water: Season 1,14780000,,,2,False,tt0069644
2023-04-16,TV (Non-English),3,The Glory,The Glory: Season 1,12900000,,,11,False,tt21344706
2023-04-16,TV (Non-English),4,Divorce Attorney Shin,Divorce Attorney Shin: Limited Series,10390000,,,3,False,tt26225090
2023-04-16,TV (Non-English),5,Copycat Killer,Copycat Killer: Season 1,8220000,,,2,False,tt18382028
2023-04-16,TV (Non-English),6,Crash Course in Romance,Crash Course in Romance: Limited Series,6600000,,,11,False,tt24578016
2023-04-16,TV (Non-English),7,Who Were We Running From?,Who Were We Running From?: Limited Series,6560000,,,4,False,tt16163746
2023-04-16,TV (Non-English),9,Alchemy of Souls,Alchemy of Souls: Part 1,5850000,,,20,False,tt20859920
2023-04-16,TV (Non-English),10,Chiquititas,,5670000,,,8,False,tt0154063
2023-04-09,Films (English),1,Murder Mystery 2,,59840000,,,2,False,tt15255288
2023-04-09,Films (English),2,Chupa,,25310000,,,1,False,tt12279814
2023-04-09,Films (English),3,Murder Mystery,,22250000,,,3,False,tt1618434
2023-04-09,Films (English),4,Noah,,13500000,,,2,False,tt10175340
2023-04-09,Films (English),5,Home,,10350000,,,1,False,tt0005504
2023-04-09,Films (English),6,The Bourne Legacy,,9110000,,,2,False,tt1194173
2023-04-09,Films (English),7,Shark Tale,,8050000,,,1,False,tt0307453
2023-04-09,Films (English),8,Over the Hedge,,7940000,,,1,False,tt0327084
2023-04-09,Films (English),9,Luther: The Fallen Sun,,7530000,,,5,False,tt3155298
2023-04-09,Films (English),10,Matilda,,7420000,,,1,False,tt0077917
2023-04-09,Films (Non-English),1,Kill Boksoon,,25710000,,,2,False,tt16900880
2023-04-09,Films (Non-English),2,Hunger,,11230000,,,1,False,tt0061042
2023-04-09,Films (Non-English),4,Chor Nikal Ke Bhaga,,4210000,,,3,False,tt22297828
2023-04-09,Films (Non-English),5,Faraaz,,3500000,,,2,False,tt15175188
2023-04-09,Films (Non-English),6,Oh Belinda,,2650000,,,1,False,tt20567314
2023-04-09,Films (Non-English),7,All Quiet on the Western Front,,2310000,,,20,False,tt0020629
2023-04-09,Films (Non-English),8,Johnny,,2260000,,,3,False,tt0187188
2023-04-09,Films (Non-English),9,The Takedown,,2100000,,,7,False,tt10607266
2023-04-09,Films (Non-English),10,Switch,,2070000,,,1,False,tt0079978
2023-04-09,TV (English),1,The Night Agent,The Night Agent: Season 1,130480000,,,3,False,tt13918776
2023-04-09,TV (English),2,Love Is Blind,Love Is Blind: Season 4,43140000,,,3,False,tt11704040
2023-04-09,TV (English),3,BEEF,BEEF: Season 1,34080000,,,1,False,tt14403178
2023-04-09,TV (English),4,Unseen,Unseen: Season 1,17580000,,,2,False,tt13505052
2023-04-09,TV (English),5,The Blacklist,The Blacklist: Season 9,17260000,,,2,False,tt2741602
2023-04-09,TV (English),6,Shadow and Bone,Shadow and Bone: Season 2,16740000,,,4,False,tt2403776
2023-04-09,TV (English),7,Wellmania,Wellmania: Season 1,13470000,,,2,False,tt16402422
2023-04-09,TV (English),8,Transatlantic,Transatlantic: Limited Series,12390000,,,1,False,tt15441266
2023-04-09,TV (English),9,Designated Survivor,Designated Survivor: Season 1,11990000,,,1,False,tt5296406
2023-04-09,TV (English),10,You,You: Season 4,11890000,,,8,False,tt1487831
2023-04-09,TV (Non-English),1,The Glory,The Glory: Season 1,18570000,,,10,False,tt21344706
2023-04-09,TV (Non-English),2,Copycat Killer,Copycat Killer: Season 1,17740000,,,1,False,tt18382028
2023-04-09,TV (Non-English),3,War Sailor,War Sailor: Limited Series,13640000,,,1,False,tt26743607
2023-04-09,TV (Non-English),4,Who Were We Running From?,Who Were We Running From?: Limited Series,13230000,,,3,False,tt16163746
2023-04-09,TV (Non-English),5,Divorce Attorney Shin,Divorce Attorney Shin: Limited Series,9260000,,,2,False,tt26225090
2023-04-09,TV (Non-English),6,Crash Course in Romance,Crash Course in Romance: Limited Series,8300000,,,10,False,tt24578016
2023-04-09,TV (Non-English),7,Thicker Than Water,Thicker Than Water: Season 1,7500000,,,1,False,tt0069644
2023-04-09,TV (Non-English),8,I Am Georgina,I Am Georgina: Season 2,6920000,,,3,False,tt15494864
2023-04-09,TV (Non-English),9,From Me to You: Kimi ni Todoke,From Me to You: Kimi ni Todoke: Season 1,6600000,,,2,False,tt22001792
2023-04-02,Films (English),1,Murder Mystery 2,,64420000,,,1,False,tt15255288
2023-04-02,Films (English),2,Murder Mystery,,24690000,,,2,False,tt1618434
2023-04-02,Films (English),3,Luther: The Fallen Sun,,12700000,,,4,False,tt3155298
2023-04-02,Films (English),4,I See You,,8280000,,,2,False,tt0857381
2023-04-02,Films (English),5,The Magician's Elephant,,6330000,,,3,False,tt2560092
2023-04-02,Films (English),6,Minions: The Rise of Gru,,3540000,,,6,False,tt5113044
2023-04-02,Films (English),7,Hotel Transylvania 2,,3260000,,,3,False,tt0141208
2023-04-02,Films (English),8,Dragged Across Concrete,,3240000,,,3,False,tt6491178
2023-04-02,Films (English),9,Trolls,,3210000,,,6,False,tt1679335
2023-04-02,Films (English),10,The Bourne Legacy,,3200000,,,1,False,tt1194173
2023-04-02,Films (Non-English),1,Kill Boksoon,,19610000,,,1,False,tt16900880
2023-04-02,Films (Non-English),2,Chor Nikal Ke Bhaga,,17300000,,,2,False,tt22297828
2023-04-02,Films (Non-English),4,Johnny,,6930000,,,2,False,tt0187188
2023-04-02,Films (Non-English),5,Furies,,3710000,,,2,False,tt25260664
2023-04-02,Films (Non-English),6,All Quiet on the Western Front,,3420000,,,19,False,tt0020629
2023-04-02,Films (Non-English),7,Still Time,,2910000,,,3,False,tt15654800
2023-04-02,Films (Non-English),8,In His Shadow,,2480000,,,3,False,tt26763229
2023-04-02,Films (Non-English),9,Faraaz,,2410000,,,1,False,tt15175188
2023-04-02,Films (Non-English),10,Labyu With An Accent,,2360000,,,1,False,tt22170224
2023-04-02,TV (English),1,The Night Agent,The Night Agent: Season 1,216390000,,,2,False,tt13918776
2023-04-02,TV (English),2,Love Is Blind,Love Is Blind: Season 4,47640000,,,2,False,tt11704040
2023-04-02,TV (English),3,Shadow and Bone,Shadow and Bone: Season 2,27000000,,,3,False,tt2403776
2023-04-02,TV (English),4,Unseen,Unseen: Season 1,24320000,,,1,False,tt13505052
2023-04-02,TV (English),5,You,You: Season 4,18220000,,,7,False,tt1487831
2023-04-02,TV (English),7,Wellmania,Wellmania: Season 1,14460000,,,1,False,tt16402422
2023-04-02,TV (English),8,Wednesday,Wednesday: Season 1,12180000,,,18,False,tt13443470
2023-04-02,TV (English),9,Unstable,Unstable: Season 1,11360000,,,1,False,tt1906230
2023-04-02,TV (English),10,Outer Banks,Outer Banks: Season 3,11310000,,,6,False,tt10293938
2023-04-02,TV (Non-English),1,Who Were We Running From?,Who Were We Running From?: Limited Series,35890000,,,2,False,tt16163746
2023-04-02,TV (Non-English),2,The Glory,The Glory: Season 1,26720000,,,9,False,tt21344706
2023-04-02,TV (Non-English),3,I Am Georgina,I Am Georgina: Season 2,17250000,,,2,False,tt15494864
2023-04-02,TV (Non-English),4,Crash Course in Romance,Crash Course in Romance: Limited Series,10970000,,,9,False,tt24578016
2023-04-02,TV (Non-English),6,Invisible City,Invisible City: Season 2,7850000,,,2,False,tt11053146
2023-04-02,TV (Non-English),7,Divorce Attorney Shin,Divorce Attorney Shin: Limited Series,7540000,,,1,False,tt26225090
2023-04-02,TV (Non-English),8,Close to Home: Murder in the Coalfield,Close to Home: Murder in the Coalfield: Season 1,7260000,,,2,False,tt21955940
2023-04-02,TV (Non-English),9,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 2,7200000,,,5,False,tt13980362
